序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(202209) ,净利润(202209),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
4899,688529,豪森股份,大连豪森设备制造股份有限公司,辽宁,大连市,11.50亿,8105.17万,1544,2020-11-09,--,,--,发动机智能装配线、变速箱智能装配线、白车身焊装智能生产线、混合动力变速箱智能装配线、动力锂电池智能生产线、氢燃料电池智能生产线、新能源汽车驱动电机智能生产线,智能生产线的规划、研发、设计、装配、调试集成、销售、服务和交钥匙工程等。
4900,688531,日联科技,无锡日联科技股份有限公司,--,--,3.20亿,3250.25万,623,2023-03-31,--,,--,工业X射线智能检测装备及影像软件、微焦点X射线源,微焦点和大功率X射线智能检测装备的研发、生产、销售与服务。
4901,688533,上声电子,苏州上声电子股份有限公司,江苏,苏州市,12.01亿,5874.98万,1984,2021-04-19,--,,--,车载扬声器、车载功放、AVAS,运用声学技术提升驾车体验，汽车声学产品方案供应商。
4902,688536,思瑞浦,思瑞浦微电子科技(苏州)股份有限公司,江苏,苏州市,14.69亿,2.77亿,395,2020-09-21,--,,--,信号链模拟芯片、电源管理模拟芯片,模拟集成电路芯片的研发和销售。
4903,688538,和辉光电,上海和辉光电股份有限公司,上海,上海市,32.92亿,-9.79亿,4100,2021-05-28,--,,--,显示器件,AMOLED半导体显示面板的研发、生产及销售。
4904,688550,瑞联新材,西安瑞联新材料股份有限公司,陕西,西安市,11.89亿,2.09亿,1814,2020-09-02,,,--,显示材料、医药产品、电子化学品,研发、生产和销售专用有机新材料。
4905,688551,科威尔,科威尔技术股份有限公司,安徽,合肥市,2.53亿,4428.83万,487,2020-09-10,--,,--,大功率测试电源、小功率测试电源、测试系统、智能制造装备,提供测试系统及智能制造设备的综合性测试装备。
4906,688553,汇宇制药,四川汇宇制药股份有限公司,四川,内江市,12.20亿,2.35亿,1480,2021-10-26,--,,--,原料药、抗肿瘤注射剂、肿瘤辅助用药、造影剂,抗肿瘤和注射剂药物的研发、生产和销售。
4907,688555,*ST泽达,泽达易盛(天津)科技股份有限公司,天津,天津市,6666.29万,-4916.05万,280,2020-06-23,--,,--,数字化监管解决方案、医药智能制造解决方案,食品、药品生产及流通领域的监督服务信息化和农业信息化的软件开发、系统集成及技术服务。
4908,688556,高测股份,青岛高测科技股份有限公司,山东,青岛市,21.90亿,4.28亿,1979,2020-08-07,--,,--,高硬脆材料切割设备、高硬脆材料切割耗材、轮胎检测设备及耗材,从事高硬脆材料切割设备和切割耗材的研发、生产和销售。
4909,688557,兰剑智能,兰剑智能科技股份有限公司,山东,济南市,6.11亿,4385.40万,1358,2020-12-02,--,,--,智能仓储物流自动化系统、自动化代运营、售后运营维护、技术咨询规划,以物流机器人为核心的智能仓储物流自动化系统的研发、设计、生产、销售及服务。
4910,688558,国盛智科,南通国盛智能科技集团股份有限公司,江苏,南通市,8.81亿,1.51亿,925,2020-06-30,,,--,数控机床、智能自动化生产线、装备部件,围绕客户的定制化需求，通过技术研发、方案设计、关键部件研制、软件二次开发与优化、系统集成、安装调试、售后技术支持等，提供智能制造一体化解决方案。
4911,688559,海目星,海目星激光科技集团股份有限公司,广东,深圳市,23.71亿,2.16亿,4060,2020-09-09,--,,--,动力电池激光及自动化设备、通用激光及自动化设备、显示及脆性材料精密激光及自动化设备,从事消费类电子、动力电池、钣金加工等行业的激光及自动化设备的研发、设计、生产及销售。
4912,688560,明冠新材,明冠新材料股份有限公司,江西,宜春市,13.66亿,1.56亿,567,2020-12-24,,,--,太阳能电池背板、铝塑膜、特种防护膜、POE胶膜、锂电池铝塑膜,主要从事新型复合膜材料的研发、生产和销售。
4913,688561,奇安信,奇安信科技集团股份有限公司,北京,北京市,31.92亿,-11.28亿,9657,2020-07-22,--,,--,网络安安全产品、网络安安全服务、硬件及其他,向政府、企业客户提供新一代企业级网络安全产品和服务。
4914,688565,力源科技,浙江海盐力源环保科技股份有限公司,浙江,嘉兴市,1.95亿,-418.35万,145,2021-05-13,--,,--,凝结水精处理系统设备、除盐水处理（含海水淡化）系统设备,核能发电厂、火力发电厂和冶金、化工等工业企业及市政行业的水处理系统设备研发、设计和集成业务，同时为电力企业提供智能电站设备的研发、设计和系统集成服务。
4915,688566,吉贝尔,江苏吉贝尔药业股份有限公司,江苏,镇江市,4.27亿,7894.23万,873,2020-05-18,--,,--,片剂、胶囊剂、滴眼剂,化学药品制剂、中成药制剂、原料药的研发、生产、销售。
4916,688567,孚能科技,孚能科技(赣州)股份有限公司,江西,赣州市,86.30亿,-2.78亿,4765,2020-07-17,--,,--,电池包、模组、电芯,新能源车用锂离子动力电池及整车电池系统的研发、生产和销售。
4917,688568,中科星图,中科星图股份有限公司,北京,北京市,8.27亿,9401.54万,1101,2020-07-08,--,,--,数字地球基础平台产品、数字地球应用平台产品,面向国防、政府、企业、大众等用户提供数字地球产品和技术开发服务。
4918,688569,铁科轨道,北京铁科首钢轨道技术股份有限公司,北京,北京市,10.11亿,2.22亿,543,2020-08-31,--,,--,轨道扣件、预应力钢丝及锚固板、铁路桥梁支座、工程材料、轨道部件加工服务,以高铁扣件为核心的高铁工务工程产品的研发、生产和销售。
